epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,1147.87,0.61728,0.4805,0.83808,0.97587,0.84251,0.92485,0.84508,0.43315,0.81576,0.81115,0.00177824,0.00177824,0.00177824
114,1157.61,0.56473,0.52909,0.8277,0.97587,0.84251,0.92485,0.84508,0.43315,0.81576,0.81115,0.00177626,0.00177626,0.00177626
115,1167.33,0.55213,0.49874,0.84713,0.97587,0.84251,0.92485,0.84508,0.43315,0.81576,0.81115,0.00177428,0.00177428,0.00177428
116,1177.42,0.57986,0.47596,0.8378,0.97768,0.9127,0.98544,0.89666,0.46934,0.60142,0.81318,0.0017723,0.0017723,0.0017723
117,1187.09,0.57975,0.494,0.84499,0.97768,0.9127,0.98544,0.89666,0.46934,0.60142,0.81318,0.00177032,0.00177032,0.00177032
118,1196.71,0.6293,0.58775,0.8268,0.97768,0.9127,0.98544,0.89666,0.46934,0.60142,0.81318,0.00176834,0.00176834,0.00176834
119,1206.81,0.62331,0.53144,0.85636,0.9969,0.97917,0.99382,0.89908,0.43494,0.46844,0.80921,0.00176636,0.00176636,0.00176636
120,1217.24,0.55836,0.51584,0.84165,0.9969,0.97917,0.99382,0.89908,0.43494,0.46844,0.80921,0.00176438,0.00176438,0.00176438
121,1227.31,0.59126,0.47491,0.83852,1,0.99941,0.995,0.89947,0.43372,0.41557,0.81056,0.0017624,0.0017624,0.0017624
122,1237.49,0.60971,0.4942,0.85545,1,0.99941,0.995,0.89947,0.43372,0.41557,0.81056,0.00176042,0.00176042,0.00176042
123,1248.24,0.6358,0.74904,0.83513,1,0.99941,0.995,0.89947,0.43372,0.41557,0.81056,0.00175844,0.00175844,0.00175844
124,1258.93,0.6158,0.49552,0.83796,1,0.99904,0.995,0.89672,0.46164,0.41685,0.81314,0.00175646,0.00175646,0.00175646
125,1269.08,0.63112,0.56404,0.82781,1,0.99904,0.995,0.89672,0.46164,0.41685,0.81314,0.00175448,0.00175448,0.00175448
126,1279.49,0.64643,0.46371,0.8268,1,0.99904,0.995,0.89672,0.46164,0.41685,0.81314,0.0017525,0.0017525,0.0017525
127,1289.93,0.58431,0.47654,0.83893,0.99873,1,0.995,0.91428,0.3997,0.41385,0.8054,0.00175052,0.00175052,0.00175052
128,1300.1,0.59714,0.49518,0.83077,0.99873,1,0.995,0.91428,0.3997,0.41385,0.8054,0.00174854,0.00174854,0.00174854
129,1310.47,0.57279,0.51336,0.82308,0.99842,1,0.995,0.88848,0.44887,0.47343,0.81352,0.00174656,0.00174656,0.00174656
130,1320.8,0.63692,0.50826,0.83426,0.99842,1,0.995,0.88848,0.44887,0.47343,0.81352,0.00174458,0.00174458,0.00174458
131,1331.15,0.64522,0.51453,0.82694,0.99842,1,0.995,0.88848,0.44887,0.47343,0.81352,0.0017426,0.0017426,0.0017426
132,1341.44,0.60825,0.47821,0.81675,0.99832,1,0.995,0.91329,0.43456,0.49549,0.81086,0.00174062,0.00174062,0.00174062
133,1351.28,0.6179,0.47514,0.84192,0.99832,1,0.995,0.91329,0.43456,0.49549,0.81086,0.00173864,0.00173864,0.00173864
134,1361.47,0.56781,0.46554,0.84136,0.99832,1,0.995,0.91329,0.43456,0.49549,0.81086,0.00173666,0.00173666,0.00173666
135,1371.53,0.54263,0.47331,0.82979,1,0.99943,0.995,0.90497,0.43103,0.51023,0.80866,0.00173468,0.00173468,0.00173468
136,1381.68,0.53772,0.45886,0.82211,1,0.99943,0.995,0.90497,0.43103,0.51023,0.80866,0.0017327,0.0017327,0.0017327
137,1391.93,0.56565,0.46168,0.83401,0.97904,0.97341,0.99221,0.91194,0.43473,0.61894,0.81707,0.00173072,0.00173072,0.00173072
138,1401.75,0.55786,0.47571,0.83373,0.97904,0.97341,0.99221,0.91194,0.43473,0.61894,0.81707,0.00172874,0.00172874,0.00172874
139,1411.96,0.67833,0.61369,0.83343,0.97904,0.97341,0.99221,0.91194,0.43473,0.61894,0.81707,0.00172676,0.00172676,0.00172676
140,1422.07,0.60596,0.46782,0.83222,0.95141,0.85417,0.9553,0.8788,0.4203,0.88877,0.82332,0.00172478,0.00172478,0.00172478
141,1434.6,0.54406,0.45472,0.84505,0.95141,0.85417,0.9553,0.8788,0.4203,0.88877,0.82332,0.0017228,0.0017228,0.0017228
142,1445.97,0.55392,0.51755,0.83315,0.95141,0.85417,0.9553,0.8788,0.4203,0.88877,0.82332,0.00172082,0.00172082,0.00172082
143,1457.05,0.54753,0.42907,0.82554,0.9264,0.52457,0.81118,0.76098,0.39516,1.22359,0.83481,0.00171884,0.00171884,0.00171884
144,1467.39,0.55697,0.43968,0.81897,0.9264,0.52457,0.81118,0.76098,0.39516,1.22359,0.83481,0.00171686,0.00171686,0.00171686
145,1478.14,0.57098,0.45388,0.82429,0.99555,0.5,0.54169,0.50915,0.41783,1.48191,0.86386,0.00171488,0.00171488,0.00171488
146,1489.46,0.63851,0.47865,0.82957,0.99555,0.5,0.54169,0.50915,0.41783,1.48191,0.86386,0.0017129,0.0017129,0.0017129
147,1499.56,0.61885,0.45923,0.8513,0.99555,0.5,0.54169,0.50915,0.41783,1.48191,0.86386,0.00171092,0.00171092,0.00171092
148,1510.26,0.62719,0.46218,0.82263,0.99694,0.5,0.51321,0.46404,0.54158,1.63891,0.91885,0.00170894,0.00170894,0.00170894
149,1520.37,0.58337,0.46485,0.82812,0.99694,0.5,0.51321,0.46404,0.54158,1.63891,0.91885,0.00170696,0.00170696,0.00170696
150,1530.42,0.59217,0.46827,0.82684,0.99694,0.5,0.51321,0.46404,0.54158,1.63891,0.91885,0.00170498,0.00170498,0.00170498
151,1541.79,0.59152,0.48192,0.82571,0.99641,0.5,0.50934,0.46541,0.60559,1.62417,0.95889,0.001703,0.001703,0.001703
152,1551.68,0.55715,0.42829,0.83835,0.99641,0.5,0.50934,0.46541,0.60559,1.62417,0.95889,0.00170102,0.00170102,0.00170102
153,1563.68,0.62621,0.52206,0.84272,0.99521,0.5,0.50818,0.48123,0.51898,1.64949,0.93029,0.00169904,0.00169904,0.00169904
154,1574.18,0.54676,0.45952,0.82394,0.99521,0.5,0.50818,0.48123,0.51898,1.64949,0.93029,0.00169706,0.00169706,0.00169706
155,1584.63,0.55654,0.4662,0.82553,0.99521,0.5,0.50818,0.48123,0.51898,1.64949,0.93029,0.00169508,0.00169508,0.00169508
156,1594.8,0.57931,0.6282,0.8337,0.99363,0.5,0.52308,0.48374,0.43981,1.58534,0.86936,0.0016931,0.0016931,0.0016931
157,1604.71,0.55104,0.46316,0.85004,0.99363,0.5,0.52308,0.48374,0.43981,1.58534,0.86936,0.00169112,0.00169112,0.00169112
158,1614.92,0.59625,0.44657,0.82973,0.99363,0.5,0.52308,0.48374,0.43981,1.58534,0.86936,0.00168914,0.00168914,0.00168914
159,1624.77,0.60463,0.4672,0.85526,0.99357,0.5,0.68314,0.62383,0.42514,1.36364,0.84259,0.00168716,0.00168716,0.00168716
160,1635.14,0.53646,0.43249,0.83265,0.99357,0.5,0.68314,0.62383,0.42514,1.36364,0.84259,0.00168518,0.00168518,0.00168518
161,1645.53,0.51957,0.43994,0.83742,0.90918,0.62566,0.87724,0.81262,0.43785,1.06454,0.82487,0.0016832,0.0016832,0.0016832
162,1655.56,0.54789,0.43423,0.82658,0.90918,0.62566,0.87724,0.81262,0.43785,1.06454,0.82487,0.00168122,0.00168122,0.00168122
163,1666.03,0.5358,0.48389,0.81425,0.90918,0.62566,0.87724,0.81262,0.43785,1.06454,0.82487,0.00167924,0.00167924,0.00167924
164,1676.03,0.55261,0.44403,0.84578,0.93687,0.70833,0.91787,0.86806,0.37034,1.00009,0.80678,0.00167726,0.00167726,0.00167726
165,1686.12,0.56723,0.44045,0.84052,0.93687,0.70833,0.91787,0.86806,0.37034,1.00009,0.80678,0.00167528,0.00167528,0.00167528
166,1696.04,0.5317,0.45284,0.83137,0.93687,0.70833,0.91787,0.86806,0.37034,1.00009,0.80678,0.0016733,0.0016733,0.0016733
167,1706.55,0.56717,0.46119,0.81507,0.94147,0.67034,0.89876,0.83481,0.37449,1.01157,0.8106,0.00167132,0.00167132,0.00167132
168,1717.55,0.52258,0.42846,0.85114,0.94147,0.67034,0.89876,0.83481,0.37449,1.01157,0.8106,0.00166934,0.00166934,0.00166934
169,1727.83,0.55437,0.46286,0.83757,0.96361,0.70833,0.91036,0.83779,0.37404,0.99052,0.81118,0.00166736,0.00166736,0.00166736
170,1738.4,0.528,0.43914,0.81698,0.96361,0.70833,0.91036,0.83779,0.37404,0.99052,0.81118,0.00166538,0.00166538,0.00166538
171,1748.67,0.55055,0.44372,0.84793,0.96361,0.70833,0.91036,0.83779,0.37404,0.99052,0.81118,0.0016634,0.0016634,0.0016634
